clxs,mhyp,urs,pred_srs,obs_srs,prob
1.1-A.1-B.1-B-A.2.2-A.2-B.2-B-A.3.3-A.3-B.3-B-A.4.4-A.4-B.4-B-A,generalized palatalization.generalized depalatalization.depalatalization.deletion.palatalization,ikik.ikik-a.ikik-i.ikik-i-a.ikak.ikak-a.ikak-i.ikak-i-a.ikit.ikit-a.ikit-i.ikit-i-a.ikac.ikac-a.ikac-i.ikac-i-a,ikik.ikika.ikiki.ikika.ikak.ikaka.ikaki.ikaka.ikit.ikita.ikici.ikita.ikat.ikata.ikaci.ikata,ikik....ikak.ikaka.ikaki.ikaka.ikit....ikat.ikata.ikaci.ikata,0.0021333333333333334
1.1-A.1-B.1-B-A.2.2-A.2-B.2-B-A.3.3-A.3-B.3-B-A.4.4-A.4-B.4-B-A,generalized palatalization.deletion.depalatalization.generalized depalatalization.palatalization,ikik.ikik-a.ikik-i.ikik-i-a.ikak.ikak-a.ikak-i.ikak-i-a.ikic.ikic-a.ikic-i.ikic-i-a.ikac.ikac-a.ikac-i.ikac-i-a,ikik.ikika.ikiki.ikika.ikak.ikaka.ikaki.ikaka.ikit.ikita.ikici.ikita.ikat.ikata.ikaci.ikata,ikik....ikak.ikaka.ikaki.ikaka.ikit....ikat.ikata.ikaci.ikata,0.002
1.1-A.1-B.1-B-A.2.2-A.2-B.2-B-A.3.3-A.3-B.3-B-A.4.4-A.4-B.4-B-A,generalized palatalization.deletion.generalized depalatalization.palatalization,ikik.ikik-a.ikik-i.ikik-i-a.ikak.ikak-a.ikak-i.ikak-i-a.ikic.ikic-a.ikic-i.ikic-i-a.ikac.ikac-a.ikac-i.ikac-i-a,ikik.ikika.ikiki.ikika.ikak.ikaka.ikaki.ikaka.ikit.ikita.ikici.ikita.ikat.ikata.ikaci.ikata,ikik....ikak.ikaka.ikaki.ikaka.ikit....ikat.ikata.ikaci.ikata,0.002
1.1-A.1-B.1-B-A.2.2-A.2-B.2-B-A.3.3-A.3-B.3-B-A.4.4-A.4-B.4-B-A,generalized palatalization.generalized depalatalization.deletion.palatalization,ikik.ikik-a.ikik-i.ikik-i-a.ikak.ikak-a.ikak-i.ikak-i-a.ikic.ikic-a.ikic-i.ikic-i-a.ikac.ikac-a.ikac-i.ikac-i-a,ikik.ikika.ikiki.ikika.ikak.ikaka.ikaki.ikaka.ikit.ikita.ikici.ikita.ikat.ikata.ikaci.ikata,ikik....ikak.ikaka.ikaki.ikaka.ikit....ikat.ikata.ikaci.ikata,0.002
1.1-A.1-B.1-B-A.2.2-A.2-B.2-B-A.3.3-A.3-B.3-B-A.4.4-A.4-B.4-B-A,deletion.depalatalization.generalized depalatalization.palatalization,ikik.ikik-a.ikik-i.ikik-i-a.ikak.ikak-a.ikak-i.ikak-i-a.ikit.ikit-a.ikit-i.ikit-i-a.ikac.ikac-a.ikac-i.ikac-i-a,ikik.ikika.ikiki.ikika.ikak.ikaka.ikaki.ikaka.ikit.ikita.ikici.ikita.ikat.ikata.ikaci.ikata,ikik....ikak.ikaka.ikaki.ikaka.ikit....ikat.ikata.ikaci.ikata,0.0018666666666666666
1.1-A.1-B.1-B-A.2.2-A.2-B.2-B-A.3.3-A.3-B.3-B-A.4.4-A.4-B.4-B-A,depalatalization.generalized depalatalization.deletion.palatalization,ikik.ikik-a.ikik-i.ikik-i-a.ikak.ikak-a.ikak-i.ikak-i-a.ikic.ikic-a.ikic-i.ikic-i-a.ikat.ikat-a.ikat-i.ikat-i-a,ikik.ikika.ikiki.ikika.ikak.ikaka.ikaki.ikaka.ikit.ikita.ikici.ikita.ikat.ikata.ikaci.ikata,ikik....ikak.ikaka.ikaki.ikaka.ikit....ikat.ikata.ikaci.ikata,0.0018666666666666666
1.1-A.1-B.1-B-A.2.2-A.2-B.2-B-A.3.3-A.3-B.3-B-A.4.4-A.4-B.4-B-A,depalatalization.generalized palatalization.generalized depalatalization.deletion.palatalization,ikik.ikik-a.ikik-i.ikik-i-a.ikak.ikak-a.ikak-i.ikak-i-a.ikit.ikit-a.ikit-i.ikit-i-a.ikat.ikat-a.ikat-i.ikat-i-a,ikik.ikika.ikiki.ikika.ikak.ikaka.ikaki.ikaka.ikit.ikita.ikici.ikita.ikat.ikata.ikaci.ikata,ikik....ikak.ikaka.ikaki.ikaka.ikit....ikat.ikata.ikaci.ikata,0.0018666666666666666
1.1-A.1-B.1-B-A.2.2-A.2-B.2-B-A.3.3-A.3-B.3-B-A.4.4-A.4-B.4-B-A,deletion.generalized depalatalization.depalatalization.palatalization,ikik.ikik-a.ikik-i.ikik-i-a.ikak.ikak-a.ikak-i.ikak-i-a.ikit.ikit-a.ikit-i.ikit-i-a.ikac.ikac-a.ikac-i.ikac-i-a,ikik.ikika.ikiki.ikika.ikak.ikaka.ikaki.ikaka.ikit.ikita.ikici.ikita.ikat.ikata.ikaci.ikata,ikik....ikak.ikaka.ikaki.ikaka.ikit....ikat.ikata.ikaci.ikata,0.0018666666666666666
1.1-A.1-B.1-B-A.2.2-A.2-B.2-B-A.3.3-A.3-B.3-B-A.4.4-A.4-B.4-B-A,generalized palatalization.generalized depalatalization.depalatalization.deletion.palatalization,ikik.ikik-a.ikik-i.ikik-i-a.ikak.ikak-a.ikak-i.ikak-i-a.ikit.ikit-a.ikit-i.ikit-i-a.ikat.ikat-a.ikat-i.ikat-i-a,ikik.ikika.ikiki.ikika.ikak.ikaka.ikaki.ikaka.ikit.ikita.ikici.ikita.ikat.ikata.ikaci.ikata,ikik....ikak.ikaka.ikaki.ikaka.ikit....ikat.ikata.ikaci.ikata,0.0018666666666666666
1.1-A.1-B.1-B-A.2.2-A.2-B.2-B-A.3.3-A.3-B.3-B-A.4.4-A.4-B.4-B-A,deletion.generalized depalatalization.palatalization,ikik.ikik-a.ikik-i.ikik-i-a.ikak.ikak-a.ikak-i.ikak-i-a.ikit.ikit-a.ikit-i.ikit-i-a.ikat.ikat-a.ikat-i.ikat-i-a,ikik.ikika.ikiki.ikika.ikak.ikaka.ikaki.ikaka.ikit.ikita.ikici.ikita.ikat.ikata.ikaci.ikata,ikik....ikak.ikaka.ikaki.ikaka.ikit....ikat.ikata.ikaci.ikata,0.0018666666666666666
