1,vowel harmony 1,-cons,+back,+back.+cons._
1,vowel harmony 2,-cons,-back,-back.+cons._
2,vowel disharmony 1,-cons,+back,-back.+cons._
2,vowel disharmony 2,-cons,-back,+back.+cons._
