clx,pred_sr,prob
1,ikik,0.20586666666666667
1,iki,0.10386666666666666
1,ikk,0.08746666666666666
1,kik,0.08186666666666667
1,ki,0.0464
1,ik,0.046266666666666664
1,kk,0.04253333333333333
1,i,0.028
1,k,0.024133333333333333
1,ikit,0.0188
1,iik,0.017066666666666667
1,,0.016266666666666665
1,iktk,0.0148
1,tkik,0.014266666666666667
1,icik,0.012933333333333333
1,ikt,0.010666666666666666
1,akik,0.009866666666666666
1,ikak,0.0092
1,kit,0.0092
1,ikkk,0.008133333333333333
1,kkik,0.008133333333333333
1,ii,0.008
1,tkk,0.0076
1,tki,0.007333333333333333
1,itk,0.007066666666666666
1,aki,0.006266666666666667
1,cik,0.006266666666666667
1,ktk,0.006
1,ici,0.0054666666666666665
1,itik,0.005066666666666666
1,tk,0.004933333333333333
1,kkk,0.004533333333333334
1,kt,0.004266666666666667
1,akk,0.004266666666666667
1,ika,0.0041333333333333335
1,kki,0.0038666666666666667
1,it,0.0036
1,kak,0.0036
1,iti,0.0028
1,tik,0.002533333333333333
1,t,0.0024
1,ak,0.0021333333333333334
1,ci,0.0021333333333333334
1,iit,0.002
1,ikikt,0.0018666666666666666
1,ka,0.0017333333333333333
1,cikik,0.0017333333333333333
1,tkit,0.0017333333333333333
1,ittk,0.0017333333333333333
1,iak,0.0016
1,ikii,0.0016
1,kikt,0.0014666666666666667
1,iktt,0.0014666666666666667
1,ikia,0.0013333333333333333
1,ikck,0.0013333333333333333
1,ia,0.0012
1,ti,0.0012
1,ikitk,0.0012
1,aik,0.0012
1,ikat,0.0012
1,ktt,0.0010666666666666667
1,a,0.0010666666666666667
1,tcik,0.0010666666666666667
1,tktk,0.0010666666666666667
1,icit,0.0010666666666666667
1,cit,0.0009333333333333333
1,aktk,0.0009333333333333333
1,itki,0.0009333333333333333
1,akit,0.0009333333333333333
1,ckik,0.0009333333333333333
1,tkkk,0.0008
1,kitk,0.0008
1,kck,0.0008
1,ikika,0.0008
1,itak,0.0008
1,itt,0.0008
1,kta,0.0008
1,kikik,0.0008
1,kii,0.0008
1,itkik,0.0008
1,kia,0.0006666666666666666
1,ikikk,0.0006666666666666666
1,tci,0.0006666666666666666
1,kikk,0.0006666666666666666
1,acik,0.0006666666666666666
1,kktk,0.0006666666666666666
1,ikkik,0.0006666666666666666
1,cki,0.0005333333333333334
1,ttk,0.0005333333333333334
