clx,pred_sr,prob
1,ikik,0.19373333333333334
1,iki,0.10666666666666667
1,kik,0.0868
1,ikk,0.08226666666666667
1,ik,0.04466666666666667
1,ki,0.043866666666666665
1,kk,0.04226666666666667
1,i,0.027466666666666667
1,k,0.022933333333333333
1,ikit,0.021466666666666665
1,icik,0.0176
1,tkik,0.017333333333333333
1,iik,0.017333333333333333
1,iktk,0.017066666666666667
1,,0.0168
1,kit,0.0104
1,akik,0.01
1,ikak,0.0096
1,ikt,0.0092
1,ici,0.008666666666666666
1,ikkk,0.0084
1,ktk,0.008133333333333333
1,kkik,0.008133333333333333
1,itk,0.008
1,cik,0.007733333333333333
1,tki,0.007333333333333333
1,ii,0.007066666666666666
1,aki,0.006533333333333334
1,tkk,0.0052
1,kki,0.005066666666666666
1,kt,0.004933333333333333
1,akk,0.004666666666666667
1,kak,0.0044
1,ika,0.0044
1,ci,0.004
1,tk,0.0038666666666666667
1,it,0.0033333333333333335
1,kkk,0.0032
1,itik,0.0029333333333333334
1,t,0.0028
1,iit,0.002533333333333333
1,tkit,0.002266666666666667
1,ikia,0.0021333333333333334
1,ittk,0.0021333333333333334
1,ka,0.002
1,iktt,0.002
1,icit,0.0018666666666666666
1,itak,0.0017333333333333333
1,ikat,0.0014666666666666667
1,tktk,0.0014666666666666667
1,kia,0.0014666666666666667
1,ikkt,0.0014666666666666667
1,ciki,0.0013333333333333333
1,ikii,0.0013333333333333333
1,ak,0.0012
1,tcik,0.0012
1,cikik,0.0012
1,ikta,0.0010666666666666667
1,aik,0.0010666666666666667
1,tkt,0.0010666666666666667
1,acik,0.0010666666666666667
1,iti,0.0010666666666666667
1,ikki,0.0009333333333333333
1,ikika,0.0009333333333333333
1,ikcik,0.0009333333333333333
1,kkit,0.0009333333333333333
1,tak,0.0009333333333333333
1,ikikt,0.0009333333333333333
1,itt,0.0009333333333333333
1,kitk,0.0008
1,akit,0.0008
1,cit,0.0008
1,ikikk,0.0008
1,kta,0.0008
1,itkik,0.0008
1,tkak,0.0008
1,ita,0.0008
1,ikitk,0.0008
1,ti,0.0008
1,ikiki,0.0006666666666666666
1,ikck,0.0006666666666666666
1,ikci,0.0006666666666666666
1,itkk,0.0006666666666666666
1,akak,0.0006666666666666666
1,aktk,0.0006666666666666666
1,kcik,0.0006666666666666666
1,a,0.0006666666666666666
1,akkk,0.0006666666666666666
1,tka,0.0005333333333333334
1,kkak,0.0005333333333333334
1,kikik,0.0005333333333333334
1,aci,0.0005333333333333334
1,kikt,0.0005333333333333334
1,iak,0.0005333333333333334
1,ta,0.0005333333333333334
1,ai,0.0005333333333333334
1,kiki,0.0005333333333333334
1,kktk,0.0005333333333333334
1,ikkik,0.0005333333333333334
1,ttk,0.0005333333333333334
1,cki,0.0005333333333333334
1,tik,0.0005333333333333334
1,at,0.0004
1,itki,0.0004
1,tkikk,0.0004
1,kii,0.0004
1,ktt,0.0004
1,aka,0.0004
1,tci,0.0004
1,akt,0.0004
1,tkkk,0.0004
1,ikka,0.0004
1,iii,0.0004
1,ck,0.0004
1,ick,0.0004
1,kikk,0.0004
1,ttkk,0.0004
1,ckik,0.0002666666666666667
1,iitk,0.0002666666666666667
1,iia,0.0002666666666666667
1,kiktk,0.0002666666666666667
1,kkt,0.0002666666666666667
1,kkkk,0.0002666666666666667
1,kci,0.0002666666666666667
1,atik,0.0002666666666666667
1,ikatk,0.0002666666666666667
1,iktkt,0.0002666666666666667
1,iktki,0.0002666666666666667
1,ciktk,0.0002666666666666667
1,ikkit,0.0002666666666666667
1,icikk,0.0002666666666666667
1,ktkik,0.0002666666666666667
1,kika,0.0002666666666666667
1,kkikt,0.0002666666666666667
1,kka,0.0002666666666666667
1,cicik,0.0002666666666666667
1,kiak,0.00013333333333333334
1,ttkik,0.00013333333333333334
1,cikk,0.00013333333333333334
1,kaka,0.00013333333333333334
1,iikk,0.00013333333333333334
1,ccik,0.00013333333333333334
1,ktik,0.00013333333333333334
1,kkcik,0.00013333333333333334
1,icika,0.00013333333333333334
1,ttik,0.00013333333333333334
1,itaa,0.00013333333333333334
1,itcit,0.00013333333333333334
1,icia,0.00013333333333333334
1,icic,0.00013333333333333334
1,tikit,0.00013333333333333334
1,ikktt,0.00013333333333333334
1,tikk,0.00013333333333333334
1,ikcki,0.00013333333333333334
1,itkit,0.00013333333333333334
1,ttt,0.00013333333333333334
1,tikik,0.00013333333333333334
1,iaa,0.00013333333333333334
1,tatt,0.00013333333333333334
1,tktt,0.00013333333333333334
1,ait,0.00013333333333333334
1,iiki,0.00013333333333333334
1,acikt,0.00013333333333333334
1,ikti,0.00013333333333333334
1,tti,0.00013333333333333334
1,ikici,0.00013333333333333334
1,ckck,0.00013333333333333334
1,cikak,0.00013333333333333334
1,akikt,0.00013333333333333334
1,iai,0.00013333333333333334
1,ckia,0.00013333333333333334
1,tatk,0.00013333333333333334
1,akkt,0.00013333333333333334
1,iktik,0.00013333333333333334
1,takik,0.00013333333333333334
1,titk,0.00013333333333333334
1,tkitk,0.00013333333333333334
1,iita,0.00013333333333333334
1,ikttk,0.00013333333333333334
1,itit,0.00013333333333333334
1,ckak,0.00013333333333333334
1,tkci,0.00013333333333333334
1,kitt,0.00013333333333333334
1,kita,0.00013333333333333334
1,icitk,0.00013333333333333334
1,icii,0.00013333333333333334
1,kkktk,0.00013333333333333334
1,ikai,0.00013333333333333334
1,aiki,0.00013333333333333334
1,aai,0.00013333333333333334
1,tat,0.00013333333333333334
1,ikakk,0.00013333333333333334
1,tkta,0.00013333333333333334
1,kicik,0.00013333333333333334
1,ickk,0.00013333333333333334
1,cikit,0.00013333333333333334
1,kkkik,0.00013333333333333334
1,kkika,0.00013333333333333334
1,ktka,0.00013333333333333334
1,kaa,0.00013333333333333334
1,iatk,0.00013333333333333334
1,tkkt,0.00013333333333333334
1,tit,0.00013333333333333334
1,atak,0.00013333333333333334
1,akitk,0.00013333333333333334
1,tkika,0.00013333333333333334
1,ia,0.00013333333333333334
1,cikkk,0.00013333333333333334
1,kikak,0.00013333333333333334
1,kat,0.00013333333333333334
1,tkia,0.00013333333333333334
1,ikita,0.00013333333333333334
1,ittik,0.00013333333333333334
1,akii,0.00013333333333333334
1,tiki,0.00013333333333333334
1-A,ikika,0.1936
1-A,ika,0.13626666666666667
1-A,kika,0.0876
1-A,ikka,0.08333333333333333
1-A,ka,0.06186666666666667
1-A,kka,0.046533333333333336
1-A,a,0.041466666666666666
1-A,ikia,0.0232
1-A,ikita,0.021333333333333333
1-A,tkika,0.017733333333333334
1-A,icika,0.0176
1-A,iika,0.017466666666666665
1-A,iktka,0.017333333333333333
1-A,ita,0.011733333333333333
1-A,ikta,0.010533333333333334
1-A,tka,0.0104
1-A,kita,0.010266666666666667
1-A,akika,0.01
1-A,ia,0.0096
1-A,ikaka,0.0096
1-A,cika,0.0088
1-A,ktka,0.0084
1-A,ikkka,0.0084
1-A,itka,0.0084
1-A,kkika,0.008266666666666667
1-A,kia,0.008133333333333333
1-A,ta,0.007066666666666666
